payload,length,attack_type,label
%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f{FILE},96,path-traversal,anom
%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f{FILE},111,path-traversal,anom
%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f%252e%252e%252f{FILE},126,path-traversal,anom
..\{FILE},9,path-traversal,anom
..\..\{FILE},12,path-traversal,anom
..\..\..\{FILE},15,path-traversal,anom
..\..\..\..\{FILE},18,path-traversal,anom
..\..\..\..\..\{FILE},21,path-traversal,anom
..\..\..\..\..\..\{FILE},24,path-traversal,anom
..\..\..\..\..\..\..\{FILE},27,path-traversal,anom
..\..\..\..\..\..\..\..\{FILE},30,path-traversal,anom
..%255c{FILE},13,path-traversal,anom
..%255c..%255c{FILE},20,path-traversal,anom
..%255c..%255c..%255c{FILE},27,path-traversal,anom
..%255c..%255c..%255c..%255c{FILE},34,path-traversal,anom
..%255c..%255c..%255c..%255c..%255c{FILE},41,path-traversal,anom
..%255c..%255c..%255c..%255c..%255c..%255c{FILE},48,path-traversal,anom
..%255c..%255c..%255c..%255c..%255c..%255c..%255c{FILE},55,path-traversal,anom
..%255c..%255c..%255c..%255c..%255c..%255c..%255c..%255c{FILE},62,path-traversal,anom
..%5c..%5c{FILE},16,path-traversal,anom
..%5c..%5c..%5c{FILE},21,path-traversal,anom
..%5c..%5c..%5c..%5c{FILE},26,path-traversal,anom
..%5c..%5c..%5c..%5c..%5c{FILE},31,path-traversal,anom
..%5c..%5c..%5c..%5c..%5c..%5c{FILE},36,path-traversal,anom
..%5c..%5c..%5c..%5c..%5c..%5c..%5c{FILE},41,path-traversal,anom
..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5c{FILE},46,path-traversal,anom
%2e%2e\{FILE},13,path-traversal,anom
%2e%2e\%2e%2e\{FILE},20,path-traversal,anom
%2e%2e\%2e%2e\%2e%2e\{FILE},27,path-traversal,anom
%2e%2e\%2e%2e\%2e%2e\%2e%2e\{FILE},34,path-traversal,anom
%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\{FILE},41,path-traversal,anom
%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\{FILE},48,path-traversal,anom
%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\{FILE},55,path-traversal,anom
%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\%2e%2e\{FILE},62,path-traversal,anom
%2e%2e%5c{FILE},15,path-traversal,anom
%2e%2e%5c%2e%2e%5c{FILE},24,path-traversal,anom
%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},33,path-traversal,anom
%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},42,path-traversal,anom
%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},51,path-traversal,anom
%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},60,path-traversal,anom
%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},69,path-traversal,anom
%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},78,path-traversal,anom
%252e%252e\{FILE},17,path-traversal,anom
%252e%252e\%252e%252e\{FILE},28,path-traversal,anom
%252e%252e\%252e%252e\%252e%252e\{FILE},39,path-traversal,anom
%252e%252e\%252e%252e\%252e%252e\%252e%252e\{FILE},50,path-traversal,anom
%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\{FILE},61,path-traversal,anom
%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\{FILE},72,path-traversal,anom
%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\{FILE},83,path-traversal,anom
%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\%252e%252e\{FILE},94,path-traversal,anom
%252e%252e%255c{FILE},21,path-traversal,anom
%252e%252e%255c%252e%252e%255c{FILE},36,path-traversal,anom
%252e%252e%255c%252e%252e%255c%252e%252e%255c{FILE},51,path-traversal,anom
%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c{FILE},66,path-traversal,anom
%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c{FILE},81,path-traversal,anom
%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c{FILE},96,path-traversal,anom
%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c{FILE},111,path-traversal,anom
%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c%252e%252e%255c{FILE},126,path-traversal,anom
..%c0%af{FILE},14,path-traversal,anom
..%c0%af..%c0%af{FILE},22,path-traversal,anom
..%c0%af..%c0%af..%c0%af{FILE},30,path-traversal,anom
..%c0%af..%c0%af..%c0%af..%c0%af{FILE},38,path-traversal,anom
..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af{FILE},46,path-traversal,anom
..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af{FILE},54,path-traversal,anom
..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af{FILE},62,path-traversal,anom
..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af{FILE},70,path-traversal,anom
%c0%ae%c0%ae/{FILE},19,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},32,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},45,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},58,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},71,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},84,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},97,path-traversal,anom
%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/%c0%ae%c0%ae/{FILE},110,path-traversal,anom
%c0%ae%c0%ae%c0%af{FILE},24,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},42,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},60,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},78,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},96,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},114,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},132,path-traversal,anom
%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af{FILE},150,path-traversal,anom
..%25c0%25af{FILE},18,path-traversal,anom
..%25c0%25af..%25c0%25af{FILE},30,path-traversal,anom
..%25c0%25af..%25c0%25af..%25c0%25af{FILE},42,path-traversal,anom
..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af{FILE},54,path-traversal,anom
..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af{FILE},66,path-traversal,anom
..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af{FILE},78,path-traversal,anom
..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af{FILE},90,path-traversal,anom
..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af..%25c0%25af{FILE},102,path-traversal,anom
%25c0%25ae%25c0%25ae/{FILE},27,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},48,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},69,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},90,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},111,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},132,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},153,path-traversal,anom
%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/%25c0%25ae%25c0%25ae/{FILE},174,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af{FILE},36,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},66,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},96,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},126,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},156,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},186,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},216,path-traversal,anom
%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af{FILE},246,path-traversal,anom
..%c1%9c{FILE},14,path-traversal,anom
..%c1%9c..%c1%9c{FILE},22,path-traversal,anom
..%c1%9c..%c1%9c..%c1%9c{FILE},30,path-traversal,anom
..%c1%9c..%c1%9c..%c1%9c..%c1%9c{FILE},38,path-traversal,anom
..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c{FILE},46,path-traversal,anom
..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c{FILE},54,path-traversal,anom
..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c{FILE},62,path-traversal,anom
..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c..%c1%9c{FILE},70,path-traversal,anom
%c0%ae%c0%ae\{FILE},19,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},32,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},45,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},58,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},71,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},84,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},97,path-traversal,anom
%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\%c0%ae%c0%ae\{FILE},110,path-traversal,anom
%c0%ae%c0%ae%c1%9c{FILE},24,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},42,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},60,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},78,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},96,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},114,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},132,path-traversal,anom
%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c%c0%ae%c0%ae%c1%9c{FILE},150,path-traversal,anom
..%25c1%259c{FILE},18,path-traversal,anom
..%25c1%259c..%25c1%259c{FILE},30,path-traversal,anom
..%25c1%259c..%25c1%259c..%25c1%259c{FILE},42,path-traversal,anom
..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c{FILE},54,path-traversal,anom
..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c{FILE},66,path-traversal,anom
..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c{FILE},78,path-traversal,anom
..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c{FILE},90,path-traversal,anom
..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c..%25c1%259c{FILE},102,path-traversal,anom
%25c0%25ae%25c0%25ae\{FILE},27,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},48,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},69,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},90,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},111,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},132,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},153,path-traversal,anom
%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\{FILE},174,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c{FILE},36,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},66,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},96,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},126,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},156,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},186,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},216,path-traversal,anom
%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c%25c0%25ae%25c0%25ae%25c1%259c{FILE},246,path-traversal,anom
..%%32%66{FILE},15,path-traversal,anom
..%%32%66..%%32%66{FILE},24,path-traversal,anom
..%%32%66..%%32%66..%%32%66{FILE},33,path-traversal,anom
..%%32%66..%%32%66..%%32%66..%%32%66{FILE},42,path-traversal,anom
..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66{FILE},51,path-traversal,anom
..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66{FILE},60,path-traversal,anom
..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66{FILE},69,path-traversal,anom
..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66..%%32%66{FILE},78,path-traversal,anom
%%32%65%%32%65/{FILE},21,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/{FILE},36,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/{FILE},51,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/{FILE},66,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/{FILE},81,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/{FILE},96,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/{FILE},111,path-traversal,anom
%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/{FILE},126,path-traversal,anom
%%32%65%%32%65%%32%66{FILE},27,path-traversal,anom
%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66{FILE},48,path-traversal,anom
%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66{FILE},69,path-traversal,anom
%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66{FILE},90,path-traversal,anom
%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66{FILE},111,path-traversal,anom
%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66%%32%65%%32%65%%32%66{FILE},132,path-traversal,anom
